# NAVAIDS v1.0.5 FOR ISRAEL THEATER - FALCON BMS 4.35 U1
#
# File format is as follows:
#
# <campaign ID> <tacan ch#> <tacan band> <callsign> <range> <tacan_type> \
# <tower_freq_UHF> <tower_freq_VHF> <runway1_ils_freq> <runway2_ils_freq> <runway3_ils_freq> \
# <runway4_ils_freq> <OPS_freq_UHF> <GROUND_freq_UHF> <APPROACH_freq_UHF> <LSO_freq_UHF> <ATIS_freq_VHF>
# <TOWER_FRAG> <GROUND FRAG> <APPROACH FRAG> <ATIS STATION FRAG>
#------- ISRAEL -------
# 
# BEN GURION
# ASSIUT
506 124 X 999 200 1 0 118100 11130 0 0 0 0 0 0 0 126875 0 0 0 0
# 
# BALUZA
507 012 Y 999 0 1 0 120500 0 0 0 0 0 0 0 0 129575 0 0 0 0
# 
# BEN SUEF
517 013 Y 999 0 1 289400 127100 0 0 0 0 0 233650 253000 0 121475 0 0 0 0
# 
# BILBAYS
63 014 Y 999 0 1 355975 122000 0 0 0 0 0 296400 306150 0 122950 0 0 0 0
# 
# BILBAYS 2
527 015 Y 999 0 1 0 122050 0 0 0 0 0 0 0 0 118825 0 0 0 0
# 
# BIR GIFGAFA
529 017 Y 999 0 1 337000 119650 0 0 0 0 0 288375 365100 0 119975 0 0 0 0
# 
# BIR HASSANA
151 016 Y 999 0 1 253575 119750 0 0 0 0 0 370450 337950 0 125025 0 0 0 0
# 
# CAIRO ALMAZA
537 110 X 999 40 1 337575 132900 10930 0 0 0 0 366075 257275 0 126975 0 0 0 0
# 
# CAIRO INT
226 072 X 999 150 1 316250 118100 11030 11090 10870 10890 0 273800 352825 0 122600 0 0 0 0
# 
# CAIRO WEST
539 114 X 999 100 1 274000 131200 0 0 0 10890 0 344300 315950 0 130350 0 0 0 0
# 
# EL ARISH
540 084 X 999 150 1 0 121000 0 0 0 0 0 0 0 0 123250 0 0 0 0
# 
# EL GORA
546 019 Y 999 0 1 0 118200 0 0 0 0 0 0 0 0 119850 0 0 0 0
# 
# EL TOR
542 020 Y 999 0 1 283775 121300 0 0 0 0 0 398925 328475 0 120375 0 0 0 0
# 
# EMBABA
543 021 Y 999 0 1 0 122625 0 0 0 0 0 0 0 0 123275 0 0 0 0
# 
# FAID
330 022 Y 999 0 1 288925 120600 0 0 0 0 0 384675 345350 0 124950 0 0 0 0
# 
# GEBEL EL BASUR
545 023 Y 999 0 1 293425 123600 0 0 0 0 0 231075 368400 0 125875 0 0 0 0
# 
# HURGHADA
352 112 X 999 150 1 0 119600 0 11030 0 0 0 0 0 0 120450 0 0 0 0
# 
# HELWAN
547 024 Y 999 0 1 0 122500 0 0 0 0 0 0 0 0 133275 0 0 0 0
# 
# INSHAS
548 025 Y 999 0 1 308500 122200 0 0 0 0 0 297225 384850 0 127850 0 0 0 0
# (GANAKLIS)
# JINKALIS NEW
549 026 Y 999 0 1 283000 135850 0 0 0 0 0 266925 357900 0 134750 0 0 0 0
# (AL KIBRIT)
# KIRBAN
550 027 Y 999 0 1 0 120300 0 0 0 0 0 0 0 0 126950 0 0 0 0
# (Kom Awshim)
# KOM AWASHIM
551 028 Y 999 0 1 277400 123200 0 0 0 0 0 307750 384200 0 122550 0 0 0 0
# 
# LUXOR
552 091 X 999 150 1 0 119900 11110 10850 0 0 0 0 0 0 120075 0 0 0 0
# 
# NEW VALLEY
372 085 X 999 150 1 0 122300 0 0 0 0 0 0 0 0 123075 0 0 0 0
# 
# PORT SAID
554 077 X 999 200 1 0 120700 0 0 0 0 0 0 0 0 127025 0 0 0 0
# (Quwaysina)
# QUASWYINA
519 029 Y 999 0 1 0 135500 0 0 0 0 0 0 0 0 132250 0 0 0 0
# 
# RAS JIMSHA NEW
556 030 Y 999 0 1 0 120950 0 0 0 0 0 0 0 0 121975 0 0 0 0
# (Sharm El Sheikh)
# RAS NASRANI
557 089 X 999 200 1 0 118900 0 10950 0 0 0 0 0 0 134000 0 0 0 0
# 
# RAS SHUKHAYAR NEW
558 031 Y 999 0 1 0 120800 0 0 0 0 0 0 0 0 130950 0 0 0 0
# 
# RAS SUDR
559 032 Y 999 0 1 0 119425 0 0 0 0 0 0 0 0 119525 0 0 0 0
# 
# ST CATHRINE
553 033 Y 999 0 1 0 122800 0 0 0 0 0 0 0 0 126925 0 0 0 0
# 
# TANTA
530 018 Y 999 0 1 297875 122925 0 0 0 0 0 386175 314525 0 124050 0 0 0 0
# (Wadi Abu Shihat)
# WADI ABU SHIFAT
544 034 Y 999 0 1 398975 121150 0 0 0 0 0 291775 259750 0 132575 0 0 0 0
# 
# WADI AL JANDALI
562 035 Y 999 0 1 312475 118900 0 0 0 0 0 249200 372375 0 122025 0 0 0 0
# 
# H 3
335 036 Y 999 0 1 372300 126150 0 0 0 0 0 304350 374725 0 128650 0 0 0 0
# 
# H 3 (Strip)
1731 037 Y 999 0 1 0 132150 0 0 0 0 0 0 0 0 0 0 0 0 0
# 
# H 3 NORTH WEST
44 038 Y 999 0 1 328625 126300 0 0 0 0 0 301900 396175 0 129325 0 0 0 0
# 
# H 3 SOUTH
45 039 Y 999 0 1 269075 126250 0 0 0 0 0 235475 290675 0 128425 0 0 0 0
# 
# AL GADHAF (Strip)
1719 041 Y 999 0 1 254100 0 0 0 0 0 0 254100 254100 0 0 0 0 0 0
# 
# AL QANTRANAH (Strip)
1717 042 Y 999 0 1 255700 0 0 0 0 0 0 255700 255700 0 0 0 0 0 0
# 
# AL QUWAYHRA (Strip)
1715 043 Y 999 0 1 256400 0 0 0 0 0 0 256400 256400 0 0 0 0 0 0
# 
# AQABA INT
39 078 X 999 130 1 0 118100 0 0 0 11010 0 0 0 0 119450 0 0 0 0
# 
# AZRAQ (Strip)
1725 044 Y 999 0 1 252500 0 0 0 0 0 0 252500 252500 0 0 0 0 0 0
# 
# H 4
46 045 Y 999 0 1 283825 125700 0 0 0 0 0 390150 302800 0 0 0 0 0 0
# 
# HIGHWAY H (Strip)
1721 046 Y 999 0 1 251250 0 0 0 0 0 0 251250 251250 0 0 0 0 0 0
# 
# KING ABDULLHA BEN
50 111 X 999 150 1 247250 118100 10950 0 0 0 0 394650 366925 0 0 0 0 0 0
# 
# KING FAISAL
51 047 Y 999 0 1 0 128500 0 0 0 0 0 0 0 0 0 0 0 0 0
# 
# KING HUSSEIN
62 048 Y 999 0 1 313425 125600 0 0 0 0 0 308725 247675 0 0 0 0 0 0
# 
# PRINCE HASSAN
236 049 Y 999 0 1 0 128900 0 0 0 0 0 0 0 0 0 0 0 0 0
# 
# QUEEN ALIA INT
237 099 X 999 130 1 0 119800 11110 10930 0 0 0 0 0 0 0 0 0 0 0
# 
# RUWAYSHID
528 040 Y 999 0 1 370650 125800 0 0 0 0 0 370175 270850 0 0 0 0 0 0
# 
# SHAHEED MWAFFAQ
541 050 Y 999 0 1 0 125100 0 0 0 0 0 0 0 0 0 0 0 0 0
# 
# WADI EL MURBHA (Strip)
1730 051 Y 999 0 1 257800 0 0 0 0 0 0 257800 257800 0 0 0 0 0 0
# 
# ALAT
16 052 Y 999 0 1 0 119300 0 0 0 0 0 0 0 0 0 0 0 0 0
# 
# RAFIC HARIRI INTL
24 073 X 999 200 1 0 118900 10950 11070 11010 0 0 0 0 0 0 0 0 0 0
# 
# RIYAQ
333 053 Y 999 0 1 0 119700 0 0 0 0 0 0 0 0 0 0 0 0 0
# 
# WUJAH AL HAJAR
370 109 X 999 130 1 0 119100 0 0 0 0 0 0 0 0 0 0 0 0 0
# 
# GURIAT
31 094 X 999 150 1 0 122800 11090 0 0 0 0 0 0 0 123650 0 0 0 0
# 
# AL BIR (Strip)
1713 054 Y 999 0 1 299300 0 0 0 0 0 0 299300 299300 0 0 0 0 0 0
# 
# PRINCE SULTAN BIN ABDULAZIZ
356 104 X 999 130 1 374100 125900 10950 11190 0 0 0 348650 257600 0 123525 0 0 0 0
# 
# QALIBHA (Strip)
1711 055 Y 999 0 1 296200 0 0 0 0 0 0 296200 296200 0 0 0 0 0 0
# 
# TURAIF
368 108 X 999 130 1 0 122750 0 10830 0 0 0 0 0 0 123775 0 0 0 0
# 
# WEJH
369 086 X 999 150 1 0 122850 0 11070 0 0 0 0 0 0 130075 0 0 0 0
# 
# AL QUSAYR
12 056 Y 999 0 1 0 127300 0 0 0 0 0 0 0 0 127375 0 0 0 0
# 
# AN NASARIYAH
22 057 Y 999 0 1 366400 127700 0 0 0 0 0 306925 239275 0 128775 0 0 0 0
# 
# AS SUWAYDA WEST
511 058 Y 999 0 1 0 126400 0 0 0 0 0 0 0 0 125475 0 0 0 0
# 
# DAMASCUS INT
29 106 X 999 150 1 282650 118500 10990 11110 0 0 0 343250 297000 0 128225 0 0 0 0
# 
# DUMYAR
30 059 Y 999 0 1 271875 126900 0 0 0 0 0 376300 270200 0 128975 0 0 0 0
# (Khalkhalah)
# KALHALHAK
49 060 Y 999 0 1 319900 126500 0 0 0 0 0 279350 333325 0 130225 0 0 0 0
# 
# MARJ RUHAYYIL
354 061 Y 999 0 1 0 126600 0 0 0 0 0 0 0 0 126075 0 0 0 0
# 
# MEZZE
64 062 Y 999 0 1 0 124200 0 0 0 0 0 0 0 0 127050 0 0 0 0
# 
# PALMYR
232 063 Y 999 0 1 0 121950 0 0 0 0 0 0 0 0 128925 0 0 0 0
# (Saiqal)
# SAYQAL
538 064 Y 999 0 1 302275 127000 0 0 0 0 0 252825 236875 0 118075 0 0 0 0
# 
# SHAYRAT
355 065 Y 999 0 1 294375 127200 0 0 0 0 0 232725 273875 0 128025 0 0 0 0
# 
# TIYAS
367 066 Y 999 0 1 308250 127400 0 0 0 0 0 245900 317600 0 133025 0 0 0 0
# ------- AIRCRAFT CARRIER -------
# USS CARL VINSON CVN70
25 010 X 32766 140 1 270200 0 0 0 11170 0 270500 270300 270100 270200 0 0 0 0 1
# ------- AIRCRAFT CARRIER -------
# US Carrier 71 - Roosevelt
317 011 X 32766 140 1 271200 0 0 0 11010 0 271500 271300 271100 271200 0 0 0 0 0
# ------- AIRCRAFT CARRIER -------
# US Carrier 65 - Enterprise
317 012 X 32766 140 1 265200 0 0 0 10855 0 265500 265300 265100 265200 0 0 0 0 0
# ------- AIRCRAFT CARRIER -------
# Russia Carrier 063 - Kuznetsov
742 013 X 32766 140 1 363200 0 0 0 11110 0 363500 363300 363100 363200 0 0 0 0 0
# ------- AIRCRAFT CARRIER -------
# Chinese Carrier - CV-16 Liaoning
743 014 X 32766 140 1 272200 0 0 0 10830 0 272500 272300 272100 272200 0 0 0 0 0
# ------- AIRCRAFT CARRIER -------
# US LHD 1 - WASP
744 015 X 32766 140 1 268200 0 0 0 11210 0 0 268300 268100 268200 0 0 0 0 1
